task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Facilitate Client Meetings (February);Tyfone - Content marketing services;Account Management;Deliverables;5;;2026-02-20 17:02:36.389+00;2026-02
Develop blog template;Techmode - Marketing services;Web Development;Deliverables;12;;2026-02-20 15:56:58.409+00;2026-02
[SEO/AEO/GEO] Create recommendations & designs for AEO/SEO topic pages;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;8;;2026-02-20 15:56:34.327+00;2026-02
[SEO/AEO/GEO] Create recommendations for AEO/SEO speaker pages;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;8;;2026-02-20 15:56:09.663+00;2026-02
Review WSB Agency Improvements Suggestions;Washington Speakers Bureau - Ongoing Marketing Services;Account Management;ToDos;;1.0;2026-02-20 15:34:25.092+00;2026-02
Create new Google Ads account;Ponce Bank - Creative; Digital; and Website Retainer;Paid Media;Deliverables;2;;2026-02-20 15:24:48.01+00;2026-02
Workflow Setup - Multi-Social Posts Grid;VITAL - Marketing services;Tech Stack/Ops;ToDos;;1.0;2026-02-20 15:06:40.553+00;2026-02
Set Up ABM - AI Demo;Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-02-20 14:52:04.035+00;2026-02
Edits to 86dzg5r8b - VITAL - The Flywheel Effect - Patrick Martinez;VITAL - Marketing services;Podcast;ToDos;;;2026-02-20 13:05:24.216+00;2026-02
Hubspot and Datatrak Sync;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;2;;2026-02-20 12:34:14.628+00;2026-02
Update Website Content;FoxyAI - Creative; digital; web services;Web Development;Deliverables;120;;2026-02-20 03:46:02.332+00;2026-02
Share a list of speakers "in need" and "timely/relevant" that agents are pushing.;Washington Speakers Bureau - Ongoing Marketing Services;Strategy/Research;ToDos;;;2026-02-19 23:44:08.823+00;2026-02
Update Website;Engage USA - Website Project;Web Development;Deliverables;;;2026-02-19 23:21:23.202+00;2026-02
Develop Website Plan Document;Engage USA - Website Project;Web Development;Deliverables;50;;2026-02-19 23:21:11.93+00;2026-02
Create and update thumbnails on LinkedIn and YouTube;BioSafe - Marketing services;Design/Creative;Deliverables;10;;2026-02-19 22:57:51.273+00;2026-02
Write up a plan for Barb;Aquatic Informatics - Additional Q4 Marketing Services Support;Strategy/Research;ToDos;;;2026-02-19 22:37:38.616+00;2026-02
[SEO/AEO/GEO] Develop AEO/SEO video recommendations;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;3;;2026-02-19 21:32:13.324+00;2026-02
Update Creatives PSD3 & Regulations;ThreatMark - Marketing services;Design/Creative;ToDos;;;2026-02-19 21:31:32.694+00;2026-02
Develop Booth Graphics Design;ThreatMark - Marketing services;Design/Creative;Deliverables;8;;2026-02-19 21:13:25.238+00;2026-02
Develop web page;ThreatMark - Marketing services;Web Development;Deliverables;12;;2026-02-19 21:07:12.482+00;2026-02
Look into Schema importance;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;ToDos;;;2026-02-19 18:22:09.156+00;2026-02
Create short highlight videos for Bazaarvoice Summit;Bazaarvoice - Content marketing services;Video;Deliverables;20;;2026-02-19 17:41:34.923+00;2026-02
Short videos deliverables guidance;Bazaarvoice - Content marketing services;Video;ToDos;;;2026-02-19 17:38:17.276+00;2026-02
Manage social (February);NEACH - Content marketing services;Content Creation;Deliverables;4;;2026-02-19 17:05:06.867+00;2026-02
Distribute blog - From Bottleneck to Breakthrough;VITAL - Marketing services;Content Creation;Deliverables;;;2026-02-19 15:35:27.471+00;2026-02
Client review - long-form blog sales promo messaging;Bazaarvoice - Content marketing services;Content Creation;ToDos;;;2026-02-19 15:17:23.492+00;2026-02
Develop SEO blog post - Corporate office cleaning;Wilburn - Content marketing services;SEO/AEO;Deliverables;10;;2026-02-19 15:00:20.086+00;2026-02
Develop thought leadership blog post - HVAC surge protection;Rod Miller - Content marketing services;Content Creation;Deliverables;10;;2026-02-19 15:00:12.693+00;2026-02
Prepare Agenda for ABM Planning Workshop;Rezku POS - Ongoing Services - Post AGE;ABM;ToDos;;;2026-02-19 13:26:11.534+00;2026-02
Review website feedback;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Web Development;ToDos;;;2026-02-19 05:21:38.86+00;2026-02
Create social posts for Episode Matt Bernath;VITAL - Marketing services;Podcast;ToDos;;1.0;2026-02-19 04:56:38.891+00;2026-02
Review owner.com for SMS+Website marketing plan;Rezku POS - Ongoing Services - Post AGE;Strategy/Research;ToDos;;;2026-02-19 04:44:18.733+00;2026-02
Prep ideas for weekly meeting;Agrippon - Marketing services;Account Management;ToDos;;;2026-02-19 04:23:15.474+00;2026-02
ThreatMark HubSpot issue;ThreatMark - Marketing services;Tech Stack/Ops;ToDos;;;2026-02-19 03:07:55.627+00;2026-02
Conduct Alignment Meeting;DocLib - ABM Growth Engine;Account Management;Deliverables;;;2026-02-19 02:58:07.022+00;2026-02
Add Graham and Marck to the Slack Channel;Washington Speakers Bureau - Ongoing Marketing Services;Account Management;ToDos;;;2026-02-19 02:47:56.502+00;2026-02
Develop Video Plan Document (Short-Form, General, STI, EDS);BioSafe - Marketing services;Video;Deliverables;20;;2026-02-18 23:29:06.023+00;2026-02
[Content] Redesign blog page with categories;Washington Speakers Bureau - Ongoing Marketing Services;Web Development;Deliverables;8;;2026-02-18 22:46:58.639+00;2026-02
[SEO/AEO/GEO] Develop SEO/AEO/GEO Audit & Plan Document;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;25;;2026-02-18 22:42:37.855+00;2026-02
[Content] Develop Content Plan Document;Washington Speakers Bureau - Ongoing Marketing Services;Content Creation;Deliverables;30;;2026-02-18 22:41:31.466+00;2026-02
Get access to Paid Media;Washington Speakers Bureau - Ongoing Marketing Services;Paid Media;ToDos;;;2026-02-18 22:18:40.943+00;2026-02
Set up ABM template;ThreatMark - Marketing services;ABM;Deliverables;5;;2026-02-18 21:08:59.199+00;2026-02
WSB - SEO Thought Leadership Articles Grid  Setup;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;ToDos;;0.5;2026-02-18 20:26:53.647+00;2026-02
Update Website;ThreatMark - Marketing services;Web Development;Deliverables;;;2026-02-18 20:21:43.335+00;2026-02
WSB - Show Notes Grid Setup;Washington Speakers Bureau - Ongoing Marketing Services;Podcast;ToDos;;0.5;2026-02-18 20:03:22.178+00;2026-02
Develop thought leadership blog post - Myths of outsourcing accounting;Global Shared Services - Marketing Services;Content Creation;Deliverables;12;;2026-02-18 19:45:38.205+00;2026-02
Update Newsletter creative;ThreatMark - Marketing services;Design/Creative;Deliverables;;;2026-02-18 17:19:39.631+00;2026-02
Price Offer Landing Page;Techmode - Marketing services;Web Development;Deliverables;;;2026-02-18 17:08:16.866+00;2026-02
Migrate bankingfraudsummit.com to HubSpot CMS;ThreatMark - Marketing services;Web Development;Deliverables;35;;2026-02-18 16:37:54.053+00;2026-02
Patrick Martinez episode page;VITAL - Marketing services;Podcast;ToDos;;0.5;2026-02-18 15:05:11.054+00;2026-02
Podcast Page Updates;Ease - Podcast Services;Podcast;Deliverables;;;2026-02-18 13:09:05.484+00;2026-02
Instructions for Episode Gina Ive;Verisk - Marketing services;Podcast;ToDos;;;2026-02-18 12:53:00.322+00;2026-02
Assign Patrick Martinez assets revision;VITAL - Marketing services;Podcast;ToDos;;0.5;2026-02-18 12:09:12.571+00;2026-02
Create tasks to develop event posts;VITAL - Marketing services;Content Creation;ToDos;;;2026-02-18 11:29:29.159+00;2026-02
Distribute episode - CES;Verisk - Marketing services;Podcast;Deliverables;3;;2026-02-18 10:57:54.735+00;2026-02
86dzgwepv - Inside Tracker - Longevity by Design - Dr. Paola Sebastiani;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-02-18 09:48:39.741+00;2026-02
Develop Messaging Plan Document - Batch Attribute Append Campaign;Verisk - Marketing services;Strategy/Research;Deliverables;8;;2026-02-18 08:26:46.467+00;2026-02
Analysis of HubSpot workflows;PTO Exchange - Marketing Services;Tech Stack/Ops;ToDos;;;2026-02-18 03:37:35.614+00;2026-02
Review audit feedback;PTO Exchange - Marketing Services;Account Management;ToDos;;;2026-02-18 02:34:21.339+00;2026-02
Sales Training Hubspot (Setup workshop with Threatmark);ThreatMark - Marketing services;Tech Stack/Ops;ToDos;;;2026-02-18 00:43:31.63+00;2026-02
Develop blog post - executive leadership themes;Ease - Podcast Services;Content Creation;Deliverables;12;;2026-02-17 16:16:10.529+00;2026-02
CES Episode Revision;Verisk - Marketing services;Podcast;ToDos;;;2026-02-17 15:12:40.498+00;2026-02
Review collateral feedback and update postcard;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;ToDos;;;2026-02-17 03:27:03.319+00;2026-02
Meeting follow-up;Data Assessment Solutions - Ongoing Marketing Services;Account Management;ToDos;;;2026-02-17 03:22:31.095+00;2026-02
Implement Feedback to RingCentral Page;Techmode - Marketing services;Web Development;ToDos;;;2026-02-17 03:12:15.505+00;2026-02
Launch parallel operations;Aquatic Informatics - Ongoing Marketing Services;Other;Deliverables;100;;2026-02-16 22:04:45.747+00;2026-02
Edits to 207 postcard v2;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;10;;2026-02-16 18:28:16.078+00;2026-02
Restore Password-protected Pages;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-16 14:33:09.258+00;2026-02
Update button on career page;Encamp - Brand activation project;Web Development;Deliverables;;0.5;2026-02-16 13:47:55.165+00;2026-02
Edit blog post based on feedback;Bazaarvoice - Content marketing services;Content Creation;ToDos;;2.0;2026-02-14 03:00:55.889+00;2026-02
Add ABM Competitive Intelligence Report and Demand Gen to Ideometry Website;Ideometry;Web Development;Deliverables;;;2026-02-13 22:39:14.161+00;2026-02
Create updated brand kit for Robotics Invest 2026;Cybernetix - Creative; digital; website services;Design/Creative;Deliverables;34;;2026-02-13 22:10:14.263+00;2026-02
Develop image ad creative package;ThreatMark - Marketing services;Design/Creative;Deliverables;10;;2026-02-13 21:47:18.84+00;2026-02
Create tasks for custom thumbnails for LinkedIn content;BioSafe - Marketing services;Design/Creative;ToDos;;;2026-02-13 21:29:37.765+00;2026-02
Client feedback - Pat Sullivan blog angle/approach;Verisk - Marketing services;Content Creation;ToDos;;;2026-02-13 18:30:58.254+00;2026-02
Client feedback CES Episode;Verisk - Marketing services;Podcast;ToDos;;;2026-02-13 18:30:55.045+00;2026-02
Configure additional paid media campaign;Data Assessment Solutions - Ongoing Marketing Services;Paid Media;Deliverables;3;;2026-02-13 18:13:27.938+00;2026-02
Double check points plan;Milestone Towers - Aligned Growth Engine;Other;ToDos;;;2026-02-13 18:01:48.357+00;2026-02
Develop LinkedIn carousel - Checklist from HR 2808 Guide;Verisk - Marketing services;Content Creation;Deliverables;10;;2026-02-13 17:22:55.492+00;2026-02
Fix Hubspot to Salesforce errors;Washington Speakers Bureau - Ongoing Marketing Services;Tech Stack/Ops;ToDos;;0.4;2026-02-13 17:08:16.938+00;2026-02
Click2Mail: Direct Mail Design Concepts;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Design/Creative;ToDos;;;2026-02-13 16:10:07.831+00;2026-02
Review agenda for tomorrow;PTO Exchange - Marketing Services;Account Management;ToDos;;;2026-02-13 15:54:49.655+00;2026-02
Create agenda for salesforce meeting;Aquatic Informatics - Additional Q4 Marketing Services Support;Account Management;ToDos;;;2026-02-13 15:54:29.299+00;2026-02
HubSpot Meeting notes;Ponce Bank - Creative; Digital; and Website Retainer;Account Management;ToDos;;;2026-02-13 15:53:53.843+00;2026-02
Transfer Podcast Templates to Canva & Create Social Designs;Numeric - Podcast services;Podcast;Deliverables;8;;2026-02-13 12:52:18.373+00;2026-02
Client review Payments on Tap Content Plan;NEACH - Content marketing services;Account Management;ToDos;;;2026-02-13 11:57:00.636+00;2026-02
Develop social content (February);NEACH - Content marketing services;Content Creation;Deliverables;8;;2026-02-13 11:56:38.852+00;2026-02
Develop infographics for Bazaarvoice Summit (deprioritized);Bazaarvoice - Content marketing services;Design/Creative;Deliverables;0;;2026-02-13 11:54:13.412+00;2026-02
Distribute Episode - Patrick Martinez;VITAL - Marketing services;Podcast;Deliverables;0;;2026-02-13 11:33:53.068+00;2026-02
Develop outreach sequence to promote Bazaarvoice thought leadership blog;Bazaarvoice - Content marketing services;Content Creation;Deliverables;7;;2026-02-13 11:33:07.857+00;2026-02
Review website tasks;FoxyAI - Creative; digital; web services;Web Development;ToDos;;;2026-02-13 05:41:27.978+00;2026-02
Invite client to slack;DocLib - ABM Growth Engine;Account Management;ToDos;;;2026-02-13 05:33:04.63+00;2026-02
Invite Rezku to slack & ask about NDA;Rezku POS - Ongoing Services - Post AGE;Account Management;ToDos;;;2026-02-13 05:31:29.304+00;2026-02
Develop Robotics Tech Week Webpage;Cybernetix - Creative; digital; website services;Web Development;Deliverables;18;;2026-02-12 23:17:50.645+00;2026-02
Conduct kickoff;DocLib - ABM Growth Engine;Account Management;Deliverables;0;;2026-02-12 21:08:10.98+00;2026-02
Design web page [ABM Solution Page - Retail Firms];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Design/Creative;Deliverables;10;;2026-02-12 18:20:38.576+00;2026-02
Manage paid media [January];iCorps - Marketing Services;Paid Media;Deliverables;8;;2026-02-12 17:00:10.182+00;2026-02
Design web page [Gated Content Page];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Design/Creative;Deliverables;10;;2026-02-12 16:40:16.558+00;2026-02
Set Up Project Request Submission – Other – MID20252047;Verisk - Marketing services;Tech Stack/Ops;ToDos;;;2026-02-12 16:28:45.07+00;2026-02
86dzn04wf - Verisk - The Marketing Rapport - CES episode;Verisk - Marketing services;Podcast;Deliverables;16;;2026-02-12 16:15:33.842+00;2026-02
86dzm9ud4 - NEACH - Wrestling Payments - William Sullivan;NEACH - Content marketing services;Podcast;Deliverables;10;;2026-02-12 16:09:44.183+00;2026-02
Create Campaign Configuration Guide;iCorps - Marketing Services;Content Creation;Deliverables;;1.2;2026-02-12 15:52:34.882+00;2026-02
Develop image ad creative package - HR 2808 MOFU creatives refresh;Verisk - Marketing services;Design/Creative;Deliverables;10;;2026-02-12 14:20:15.108+00;2026-02
Develop image ad creative package - HR 2808 TOFU creatives refresh;Verisk - Marketing services;Design/Creative;Deliverables;18;;2026-02-12 14:14:17.627+00;2026-02
Website Edits;Cybernetix - Creative; digital; website services;Web Development;Deliverables;1;1.0;2026-02-12 14:07:19.58+00;2026-02
86dzk54hg - Tyfone - Digital Banking Podcast - Monica Parks;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-02-12 13:20:00.106+00;2026-02
86dzew0ja - Inside Tracker - Longevity by Design - Dr. Louise Hecker;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-02-12 11:35:27.045+00;2026-02
Prepare SEO proposal;PTO Exchange - Marketing Services;SEO/AEO;ToDos;;;2026-02-12 06:54:21.869+00;2026-02
Develop content reconciliation;PTO Exchange - Marketing Services;Content Creation;ToDos;;;2026-02-12 06:36:26.47+00;2026-02
Research video styles: animated video;Ricoh - Marketing services;Video;ToDos;;;2026-02-12 04:40:03.995+00;2026-02
Research SaaS landing pages;Agrippon - Marketing services;Strategy/Research;ToDos;;;2026-02-12 03:35:54.532+00;2026-02
Develop Databox Dashboard;FoxyAI - Creative; digital; web services;Tech Stack/Ops;Deliverables;10;;2026-02-11 21:37:25.656+00;2026-02
86dzn0yu4 - Unspoken Security - Unspoken Security - Bob Fabien "BZ" Zinga;AJ Nash - Podcast services;Podcast;Deliverables;12;;2026-02-11 21:10:55.737+00;2026-02
Website Issues & Regression Report (Feb 10);Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-11 20:14:18.103+00;2026-02
Encamp Hand Off;Encamp - Brand activation project;Account Management;Deliverables;;;2026-02-11 20:14:01.452+00;2026-02
Update Website;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-11 20:13:48.517+00;2026-02
Develop Social Posts - MBA Servicing Conference ;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;;;2026-02-11 18:43:06.488+00;2026-02
Batch Attribute Append campaign;Verisk - Marketing services;ABM;ToDos;;;2026-02-11 18:39:32.909+00;2026-02
Approve Model Library page copy;FoxyAI - Creative; digital; web services;Content Creation;ToDos;;;2026-02-11 17:00:13.21+00;2026-02
Develop social content (February);VITAL - Marketing services;Content Creation;Deliverables;20;;2026-02-11 13:29:19.773+00;2026-02
Distribute blog - The Leadership Trap: When Growth Becomes a Grind;VITAL - Marketing services;Content Creation;Deliverables;;;2026-02-11 13:28:56.01+00;2026-02
86dzk5e08 - VITAL - The Flywheel Effect - Book Session - Calms and Highs: Lessons from "The Long Way" for Business Owners;VITAL - Marketing services;Podcast;Deliverables;10;;2026-02-11 13:28:24.025+00;2026-02
Develop video ad creative package (Procurement Video);Sedra Solutions - Marketing services;Video;Deliverables;15;;2026-02-11 04:38:43.709+00;2026-02
Invite Margaux back to the slack channel;Cybernetix - Creative; digital; website services;Account Management;ToDos;;;2026-02-11 04:26:32.536+00;2026-02
HubSpot Audit: Export properties sheet with new fields;PTO Exchange - Marketing Services;Tech Stack/Ops;ToDos;;;2026-02-11 04:20:17.481+00;2026-02
Review Goals and Points Plan;Washington Speakers Bureau - Ongoing Marketing Services;Account Management;ToDos;;;2026-02-11 01:39:12.608+00;2026-02
Develop new website (port over existing website content and integrate within Hubspot COS);Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Web Development;Deliverables;200;;2026-02-10 21:25:39.711+00;2026-02
Content Strategy & Design: Define page templates and modules;Ponce Bank - Website design and development;Web Development;Deliverables;60;;2026-02-10 21:24:32.711+00;2026-02
Content Strategy & Design: Build new HubSpot email templates;Ponce Bank - Website design and development;Web Development;Deliverables;80;;2026-02-10 21:24:32.711+00;2026-02
Compile list of historic 3+ email clicks;Agrippon - Marketing services;Tech Stack/Ops;ToDos;;1.3;2026-02-10 21:06:23.403+00;2026-02
Publish playbook to website;PTO Exchange - Marketing Services;Web Development;ToDos;;0.5;2026-02-10 20:10:36.557+00;2026-02
Develop benchmark report template;Data Assessment Solutions - Ongoing Marketing Services;Performance/Reporting;Deliverables;8;;2026-02-10 18:33:52.311+00;2026-02
Create social posts for Episode Patrick Martinez;VITAL - Marketing services;Content Creation;ToDos;;2.0;2026-02-10 18:16:23.667+00;2026-02
Client review - full-length videos;Bazaarvoice - Content marketing services;Video;ToDos;;;2026-02-10 18:12:31.44+00;2026-02
Develop Content Plan Document - Payments on Tap Podcast;NEACH - Content marketing services;Strategy/Research;Deliverables;15;;2026-02-10 18:08:18.06+00;2026-02
Create full length video(s) for Bazaarvoice Summit;Bazaarvoice - Content marketing services;Video;Deliverables;10;;2026-02-10 18:04:13.915+00;2026-02
AirOps workflow development - Multi social posts 2;VITAL - Marketing services;Tech Stack/Ops;ToDos;;4.0;2026-02-10 18:03:57.205+00;2026-02
Develop SEO blog post - Long-form: Thought leadership blog + sales messaging;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;15;;2026-02-10 18:02:28.775+00;2026-02
Translate ABM landing page;Data Assessment Solutions - Ongoing Marketing Services;ABM;ToDos;;;2026-02-10 17:40:28.034+00;2026-02
Enrich for salutations: Google NotebookLM;Data Assessment Solutions - Ongoing Marketing Services;ABM;ToDos;;;2026-02-10 17:40:28.034+00;2026-02
Translate LinkedIn ads;Data Assessment Solutions - Ongoing Marketing Services;ABM;ToDos;;;2026-02-10 17:40:28.034+00;2026-02
Distribute Podcast Episode - Anne Trobaugh;Ease - Podcast Services;Podcast;Deliverables;3;;2026-02-10 15:16:22.525+00;2026-02
Develop image ad creative package [ABM];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Design/Creative;Deliverables;10;;2026-02-10 15:15:13.674+00;2026-02
SEO and Organic Content Analysis;iCorps - Marketing Services;SEO/AEO;ToDos;;;2026-02-10 13:31:59.993+00;2026-02
Define HubSpot framework for ABM Enterprise tracking;PTO Exchange - Marketing Services;ABM;ToDos;;;2026-02-10 03:36:06.743+00;2026-02
Redo points plan & Respond to email;Milestone Towers - Aligned Growth Engine;Account Management;ToDos;;;2026-02-10 03:03:49.048+00;2026-02
Develop outreach sequence - Accounting Services & New CFO Services;Global Shared Services - Marketing Services;Content Creation;Deliverables;5;;2026-02-09 22:26:34.862+00;2026-02
Develop Marketing Roadmap Document;Acacia Advisors - Aligned Growth Engine Launch;Strategy/Research;Deliverables;40;;2026-02-09 22:05:20.563+00;2026-02
Look into Google Search Console Performance: Impression Drop;iCorps - Marketing Services;SEO/AEO;ToDos;;1.0;2026-02-09 21:18:39.276+00;2026-02
Set up guest booking outreach (February) - Retargeting Campaign;Ease - Podcast Services;Podcast;Deliverables;8;;2026-02-09 20:26:48.001+00;2026-02
Develop web page - RingCentral;Techmode - Marketing services;Web Development;Deliverables;12;;2026-02-09 20:13:14.236+00;2026-02
Develop template - Accounts;Encamp - Brand activation project;Tech Stack/Ops;ToDos;;;2026-02-09 19:59:39.122+00;2026-02
Develop outreach sequence [ABM];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;Deliverables;5;;2026-02-09 19:35:43.353+00;2026-02
Analyze contact page & develop recommendations;Agrippon - Marketing services;Strategy/Research;ToDos;;;2026-02-09 19:14:42.761+00;2026-02
Research competitor websites: Locations;iCorps - Marketing Services;Strategy/Research;ToDos;;;2026-02-09 16:25:19.872+00;2026-02
2025 Funnel Analysis: MQL > Customer Drop-off;iCorps - Marketing Services;Performance/Reporting;ToDos;;;2026-02-09 16:04:28.899+00;2026-02
Update HubSpot form notifications;Rugged Robotics - Marketing services;Tech Stack/Ops;ToDos;;0.3;2026-02-09 15:48:21.371+00;2026-02
Update staging site footer navigation;Rugged Robotics - Marketing services;Web Development;ToDos;;0.5;2026-02-09 15:48:00.464+00;2026-02
86dzgw75n- Tyfone - Digital Banking Podcast - Keith Smith;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-02-09 15:42:22.345+00;2026-02
Gather information for direct mail;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;ToDos;;;2026-02-09 15:19:58.494+00;2026-02
Edits to 86dzg5r8b - VITAL - The Flywheel Effect - Patrick Martinez;VITAL - Marketing services;Podcast;ToDos;;;2026-02-09 15:14:24.774+00;2026-02
Update landing page;Data Assessment Solutions - Ongoing Marketing Services;Web Development;ToDos;;0.5;2026-02-09 12:29:07.441+00;2026-02
Create SEO content calendar;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;SEO/AEO;ToDos;;;2026-02-09 07:16:25.722+00;2026-02
Develop flyer - Mann Eye Institute [Charitable Giving];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-09 05:12:36.731+00;2026-02
Review ABM contact list;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;ToDos;;;2026-02-09 04:53:13.624+00;2026-02
Review ABM Plan;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;ToDos;;;2026-02-09 04:53:11.421+00;2026-02
Review updated landing pages (onboarding support);Agrippon - Marketing services;Web Development;ToDos;;;2026-02-09 04:26:02.839+00;2026-02
EASE - Shop Floor, Top Floor Talk Show - Anne Trobaugh (Part 2);Ease - Podcast Services;Podcast;Deliverables;;;2026-02-06 21:27:39.74+00;2026-02
Review Tyfone and FIsionaries podcasts;Tyfone - Content marketing services;Account Management;ToDos;;;2026-02-06 20:40:03.103+00;2026-02
Approve Advanced Search page copy;FoxyAI - Creative; digital; web services;Content Creation;ToDos;;;2026-02-06 20:14:25.3+00;2026-02
Develop web page [Case study template];Rugged Robotics - Marketing services;Web Development;Deliverables;12;;2026-02-06 19:00:58.921+00;2026-02
Develop a playbook [ABM: Real Estate Scaling Without Headcount];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;Deliverables;8;;2026-02-06 18:29:59.179+00;2026-02
Develop flyer - Mann Eye Institute [Cash Out];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-06 18:12:16.934+00;2026-02
Develop 360 PV web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:16.878+00;2026-02
Develop Model Library web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:01.058+00;2026-02
Develop Advanced Search web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:01.058+00;2026-02
Develop Agentic Solutions web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:01.058+00;2026-02
Develop blog post from podcast episode - Anne Trobaugh;Ease - Podcast Services;Content Creation;Deliverables;8;;2026-02-06 15:04:25.947+00;2026-02
86dzhxzkb - EASE - Episode 16 - Anne Trobaugh (Part 1);Ease - Podcast Services;Podcast;Deliverables;10;;2026-02-06 13:48:54.383+00;2026-02
Edits to 86dy0u229 - Numeric - Incoming Statements - Lynne Dimmick;Numeric - Podcast services;Podcast;ToDos;;;2026-02-06 13:04:03.014+00;2026-02
Tech stack (February);Ease - Podcast Services;Tech Stack/Ops;Deliverables;10;;2026-02-06 13:01:48.513+00;2026-02
Edits to 86dyc76bg - Numeric - Incoming Statements - Kevin Moore;Numeric - Podcast services;Podcast;ToDos;;;2026-02-06 12:58:01.405+00;2026-02
Post-Launch Support & QA;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-06 12:42:56.444+00;2026-02
Edits to 86dzdav9f - Numeric - Incoming Statements - Allen Shim;Numeric - Podcast services;Podcast;ToDos;;;2026-02-06 12:42:23.879+00;2026-02
Create Data Box Dashboards for ABM Campaign;Ideometry;Tech Stack/Ops;Deliverables;;2.5;2026-02-06 09:27:32.419+00;2026-02
Set Up ABM - DACH;Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;10;;2026-02-06 07:27:13.005+00;2026-02
Update ABM email campaign;Data Assessment Solutions - Ongoing Marketing Services;ABM;ToDos;;;2026-02-06 04:29:42.735+00;2026-02
 SMS Compliance & Privacy Page Setup;Powerhouse Gym - Creative; digital; website services;Web Development;Deliverables;2;;2026-02-05 22:13:44.778+00;2026-02
Client Onboarding & Kickoff;Washington Speakers Bureau - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-05 20:23:58.066+00;2026-02
Edits to 86dyc70zd - Numeric - Incoming Statements - Heather Planishek;Numeric - Podcast services;Podcast;ToDos;;;2026-02-05 19:13:07.685+00;2026-02
Promote ebook;Global Shared Services - Marketing Services;Content Creation;Deliverables;;;2026-02-05 16:30:39.226+00;2026-02
Add "do not contact" list to outreach tools;Rugged Robotics - Marketing services;ABM;ToDos;;0.3;2026-02-05 14:35:06.355+00;2026-02
Instructions for CES episode;Verisk - Marketing services;Podcast;ToDos;;2.0;2026-02-05 13:05:11.561+00;2026-02
Distribute blog - Why the Best Leaders Start the Year Learning;VITAL - Marketing services;Content Creation;Deliverables;;;2026-02-05 12:59:45.877+00;2026-02
Client review Episode Derrick Aguilar;Tyfone - Content marketing services;Podcast;ToDos;;;2026-02-05 11:58:40.169+00;2026-02
Client review Episode Kosta Scholiadis;Tyfone - Content marketing services;Podcast;ToDos;;;2026-02-05 11:58:38.461+00;2026-02
Invite margaux@cybernetix.vc to external Slack channel;Cybernetix - Creative; digital; website services;Account Management;ToDos;;;2026-02-05 03:45:29.773+00;2026-02
Invite everyone to external Slack channel;Washington Speakers Bureau - Ongoing Marketing Services;Account Management;ToDos;;;2026-02-05 02:59:03.783+00;2026-02
Set up paid media - Robotics ABM;Ideometry;Paid Media;Deliverables;5;;2026-02-05 00:51:44.199+00;2026-02
Salesforce data cleanup;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;40;;2026-02-04 23:09:19.81+00;2026-02
