task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Facilitate Client Meetings [February];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Account Management;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage ABM [February];Rugged Robotics - Marketing services;ABM;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Tech stack [February];Rugged Robotics - Marketing services;Tech Stack/Ops;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage performance reporting [February];Agrippon - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-26 19:17:21.678+00;2026-02
Manage performance reporting [February];iCorps - Marketing Services;Performance/Reporting;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Manage web [February];Ricoh - Marketing services;Web Development;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Tech stack [February];Ricoh - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Tech stack [February];iCorps - Marketing Services;Tech Stack/Ops;Deliverables;16;;2026-02-26 19:15:17.69+00;2026-02
Facilitate Client Meetings [February];Ricoh - Marketing services;Account Management;Deliverables;10;;2026-02-26 19:15:17.69+00;2026-02
Facilitate Client Meetings [February];iCorps - Marketing Services;Account Management;Deliverables;10;;2026-02-26 19:15:17.69+00;2026-02
Manage web [February];iCorps - Marketing Services;Web Development;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Manage paid media - February;PTO Exchange - Marketing Services;Paid Media;Deliverables;8;;2026-02-26 19:13:30.923+00;2026-02
Tech stack - February;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;21;;2026-02-26 19:13:23.843+00;2026-02
Facilitate Client Meetings - February;PTO Exchange - Marketing Services;Account Management;Deliverables;10;;2026-02-26 19:13:18.896+00;2026-02
Manage ABM - February;PTO Exchange - Marketing Services;ABM;Deliverables;10;;2026-02-26 19:13:10.83+00;2026-02
Develop Brochure [RICOH Predictive Insight];Ricoh - Marketing services;Design/Creative;Deliverables;15;;2026-02-26 17:09:37.233+00;2026-02
86dzrvxqh - Agrippon - Get Agrippon Claims;Agrippon - Marketing services;Other;Deliverables;10;;2026-02-26 16:54:13.129+00;2026-02
[Operations] Implement Page Redirect;Washington Speakers Bureau - Ongoing Marketing Services;Web Development;Deliverables;1;;2026-02-26 16:14:36.17+00;2026-02
Develop social content (February);Hydrian - Marketing services;Content Creation;Deliverables;4;;2026-02-26 15:49:36.466+00;2026-02
December Website Form Management;Aquatic Informatics - Ongoing Marketing Services;Web Development;Deliverables;5;;2026-02-26 15:41:13.461+00;2026-02
Facilitate Client Meetings (February);NEACH - Content marketing services;Account Management;Deliverables;5;;2026-02-26 09:48:14.974+00;2026-02
Facilitate Client Meetings (February);Inside Tracker - Podcast services;Account Management;Deliverables;5;;2026-02-26 09:47:30.208+00;2026-02
Develop Custom Slide;PTO Exchange - Marketing Services;Design/Creative;Deliverables;;;2026-02-26 04:54:12.006+00;2026-02
February Blog ;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;12;;2026-02-26 01:46:29.573+00;2026-02
[OPS] Update automated HubSpot email: Benchmark Report;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;;;2026-02-25 23:25:10.567+00;2026-02
Update Testimonial Slider;ThreatMark - Marketing services;Web Development;Deliverables;;;2026-02-25 20:45:14.552+00;2026-02
Develop Web Updates: Resource;Ricoh - Marketing services;Web Development;Deliverables;5;;2026-02-25 18:00:32.937+00;2026-02
Tech stack (February);Techmode - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-25 16:27:06.279+00;2026-02
Tech stack (January);Techmode - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-25 16:26:40.472+00;2026-02
Manage guest booking services;Ease - Podcast Services;Podcast;Deliverables;8;;2026-02-25 16:00:46.301+00;2026-02
Manage paid media (February);Verisk - Marketing services;Paid Media;Deliverables;4;;2026-02-25 13:12:29.667+00;2026-02
86dzwc95b - Verisk - The Marketing Rapport - Gina Ive;Verisk - Marketing services;Podcast;Deliverables;10;;2026-02-25 13:11:52.334+00;2026-02
Facilitate Client Meetings (February);Syncro - Content marketing services;Account Management;Deliverables;3;;2026-02-25 11:40:51.514+00;2026-02
Design One Pager - Employer;AutoBytes - 2026 Services;Design/Creative;Deliverables;8;2.0;2026-02-25 02:56:04.659+00;2026-02
Tech stack (February);BioSafe - Marketing services;Tech Stack/Ops;Deliverables;27;;2026-02-24 20:50:23.594+00;2026-02
Set up SMS campaigns in Hubspot;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;;;2026-02-24 19:35:03.476+00;2026-02
Update Booth Graphics;ThreatMark - Marketing services;Design/Creative;Deliverables;;;2026-02-24 19:33:54.251+00;2026-02
[Operations] Investigate HubSpot Sequence Reporting;Washington Speakers Bureau - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;1;;2026-02-24 19:08:27.504+00;2026-02
Tech stack - February;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Tech Stack/Ops;Deliverables;6;;2026-02-24 16:48:04.074+00;2026-02
[SEO/AEO/GEO] Create a Google Review Strategy;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;1;;2026-02-24 15:51:22.707+00;2026-02
Manage SEO (February);BioSafe - Marketing services;SEO/AEO;Deliverables;5;;2026-02-24 15:51:02.042+00;2026-02
Manage web (February);Rod Miller - Content marketing services;Web Development;Deliverables;5;;2026-02-24 12:24:23.529+00;2026-02
Manage web (February);Wilburn - Content marketing services;Web Development;Deliverables;5;;2026-02-24 12:24:02.823+00;2026-02
Manage web (February);VITAL - Marketing services;Web Development;Deliverables;5;;2026-02-24 12:23:41.565+00;2026-02
Build & Integration: Design templates and content modules;Ponce Bank - Website design and development;Web Development;Deliverables;285;;2026-02-23 23:07:33.628+00;2026-02
Develop ABM Plan Document;Hydrian - Marketing services;ABM;Deliverables;30;;2026-02-23 23:05:21.726+00;2026-02
Develop interactive benchmark report;Global Shared Services - Marketing Services;Web Development;Deliverables;8;;2026-02-23 21:16:42.1+00;2026-02
Set up Corporate Partnership Lead Capture;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;2;;2026-02-23 17:27:52.508+00;2026-02
Manage paid media (February);Rod Miller - Content marketing services;Paid Media;Deliverables;8;;2026-02-23 14:59:31.662+00;2026-02
86dztppxp - Inside Tracker - Longevity by Design - Dr. Uri Alon ;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-02-23 14:07:39.026+00;2026-02
Develop Brand Guidelines for Robotics Tech Week;Cybernetix - Creative; digital; website services;Design/Creative;Deliverables;19;;2026-02-23 12:58:30.446+00;2026-02
Manage social (February);VITAL - Marketing services;Content Creation;Deliverables;10;;2026-02-23 11:14:54.997+00;2026-02
Develop Hosts Section;Cybernetix - Creative; digital; website services;Web Development;Deliverables;5;;2026-02-23 10:59:41.783+00;2026-02
Develop Marketing Research Document;DocLib - ABM Growth Engine;Strategy/Research;Deliverables;20;;2026-02-23 02:08:35.165+00;2026-02
Develop outreach sequence [Healthcare ABM: Burnout Prevention];PTO Exchange - Marketing Services;ABM;Deliverables;5;;2026-02-22 05:53:29.05+00;2026-02
Update Testimonial Slider Refresh;ThreatMark - Marketing services;Web Development;Deliverables;;;2026-02-20 18:17:26.813+00;2026-02
Develop SEO blog post - Short-form: Eguide promotional blog;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;10;;2026-02-20 17:20:41.725+00;2026-02
Facilitate Client Meetings (February);Tyfone - Content marketing services;Account Management;Deliverables;5;;2026-02-20 17:02:36.389+00;2026-02
Develop blog template;Techmode - Marketing services;Web Development;Deliverables;12;;2026-02-20 15:56:58.409+00;2026-02
[SEO/AEO/GEO] Create recommendations & designs for AEO/SEO topic pages;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;8;;2026-02-20 15:56:34.327+00;2026-02
[SEO/AEO/GEO] Create recommendations for AEO/SEO speaker pages;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;8;;2026-02-20 15:56:09.663+00;2026-02
Create new Google Ads account;Ponce Bank - Creative; Digital; and Website Retainer;Paid Media;Deliverables;2;;2026-02-20 15:24:48.01+00;2026-02
Set Up ABM - AI Demo;Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-02-20 14:52:04.035+00;2026-02
Hubspot and Datatrak Sync;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;2;;2026-02-20 12:34:14.628+00;2026-02
Update Website Content;FoxyAI - Creative; digital; web services;Web Development;Deliverables;120;;2026-02-20 03:46:02.332+00;2026-02
Update Website;Engage USA - Website Project;Web Development;Deliverables;;;2026-02-19 23:21:23.202+00;2026-02
Develop Website Plan Document;Engage USA - Website Project;Web Development;Deliverables;50;;2026-02-19 23:21:11.93+00;2026-02
Create and update thumbnails on LinkedIn and YouTube;BioSafe - Marketing services;Design/Creative;Deliverables;10;;2026-02-19 22:57:51.273+00;2026-02
[SEO/AEO/GEO] Develop AEO/SEO video recommendations;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;3;;2026-02-19 21:32:13.324+00;2026-02
Develop Booth Graphics Design;ThreatMark - Marketing services;Design/Creative;Deliverables;8;;2026-02-19 21:13:25.238+00;2026-02
Develop web page;ThreatMark - Marketing services;Web Development;Deliverables;12;;2026-02-19 21:07:12.482+00;2026-02
Create short highlight videos for Bazaarvoice Summit;Bazaarvoice - Content marketing services;Video;Deliverables;20;;2026-02-19 17:41:34.923+00;2026-02
Manage social (February);NEACH - Content marketing services;Content Creation;Deliverables;4;;2026-02-19 17:05:06.867+00;2026-02
Distribute blog - From Bottleneck to Breakthrough;VITAL - Marketing services;Content Creation;Deliverables;;;2026-02-19 15:35:27.471+00;2026-02
Develop SEO blog post - Corporate office cleaning;Wilburn - Content marketing services;SEO/AEO;Deliverables;10;;2026-02-19 15:00:20.086+00;2026-02
Develop thought leadership blog post - HVAC surge protection;Rod Miller - Content marketing services;Content Creation;Deliverables;10;;2026-02-19 15:00:12.693+00;2026-02
Conduct Alignment Meeting;DocLib - ABM Growth Engine;Account Management;Deliverables;;;2026-02-19 02:58:07.022+00;2026-02
Develop Video Plan Document (Short-Form, General, STI, EDS);BioSafe - Marketing services;Video;Deliverables;20;;2026-02-18 23:29:06.023+00;2026-02
[Content] Redesign blog page with categories;Washington Speakers Bureau - Ongoing Marketing Services;Web Development;Deliverables;8;;2026-02-18 22:46:58.639+00;2026-02
[SEO/AEO/GEO] Develop SEO/AEO/GEO Audit & Plan Document;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;25;;2026-02-18 22:42:37.855+00;2026-02
[Content] Develop Content Plan Document;Washington Speakers Bureau - Ongoing Marketing Services;Content Creation;Deliverables;30;;2026-02-18 22:41:31.466+00;2026-02
Set up ABM template;ThreatMark - Marketing services;ABM;Deliverables;5;;2026-02-18 21:08:59.199+00;2026-02
Update Website;ThreatMark - Marketing services;Web Development;Deliverables;;;2026-02-18 20:21:43.335+00;2026-02
Develop thought leadership blog post - Myths of outsourcing accounting;Global Shared Services - Marketing Services;Content Creation;Deliverables;12;;2026-02-18 19:45:38.205+00;2026-02
Update Newsletter creative;ThreatMark - Marketing services;Design/Creative;Deliverables;;;2026-02-18 17:19:39.631+00;2026-02
Price Offer Landing Page;Techmode - Marketing services;Web Development;Deliverables;;;2026-02-18 17:08:16.866+00;2026-02
Migrate bankingfraudsummit.com to HubSpot CMS;ThreatMark - Marketing services;Web Development;Deliverables;35;;2026-02-18 16:37:54.053+00;2026-02
Podcast Page Updates;Ease - Podcast Services;Podcast;Deliverables;;;2026-02-18 13:09:05.484+00;2026-02
Distribute episode - CES;Verisk - Marketing services;Podcast;Deliverables;3;;2026-02-18 10:57:54.735+00;2026-02
86dzgwepv - Inside Tracker - Longevity by Design - Dr. Paola Sebastiani;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-02-18 09:48:39.741+00;2026-02
Develop Messaging Plan Document - Batch Attribute Append Campaign;Verisk - Marketing services;Strategy/Research;Deliverables;8;;2026-02-18 08:26:46.467+00;2026-02
Develop blog post - executive leadership themes;Ease - Podcast Services;Content Creation;Deliverables;12;;2026-02-17 16:16:10.529+00;2026-02
Launch parallel operations;Aquatic Informatics - Ongoing Marketing Services;Other;Deliverables;100;;2026-02-16 22:04:45.747+00;2026-02
Edits to 207 postcard v2;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;10;;2026-02-16 18:28:16.078+00;2026-02
Restore Password-protected Pages;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-16 14:33:09.258+00;2026-02
Update button on career page;Encamp - Brand activation project;Web Development;Deliverables;;0.5;2026-02-16 13:47:55.165+00;2026-02
Add ABM Competitive Intelligence Report and Demand Gen to Ideometry Website;Ideometry;Web Development;Deliverables;;;2026-02-13 22:39:14.161+00;2026-02
Create updated brand kit for Robotics Invest 2026;Cybernetix - Creative; digital; website services;Design/Creative;Deliverables;34;;2026-02-13 22:10:14.263+00;2026-02
Develop image ad creative package;ThreatMark - Marketing services;Design/Creative;Deliverables;10;;2026-02-13 21:47:18.84+00;2026-02
Configure additional paid media campaign;Data Assessment Solutions - Ongoing Marketing Services;Paid Media;Deliverables;3;;2026-02-13 18:13:27.938+00;2026-02
Develop LinkedIn carousel - Checklist from HR 2808 Guide;Verisk - Marketing services;Content Creation;Deliverables;10;;2026-02-13 17:22:55.492+00;2026-02
Transfer Podcast Templates to Canva & Create Social Designs;Numeric - Podcast services;Podcast;Deliverables;8;;2026-02-13 12:52:18.373+00;2026-02
Develop social content (February);NEACH - Content marketing services;Content Creation;Deliverables;8;;2026-02-13 11:56:38.852+00;2026-02
Develop infographics for Bazaarvoice Summit (deprioritized);Bazaarvoice - Content marketing services;Design/Creative;Deliverables;0;;2026-02-13 11:54:13.412+00;2026-02
Distribute Episode - Patrick Martinez;VITAL - Marketing services;Podcast;Deliverables;0;;2026-02-13 11:33:53.068+00;2026-02
Develop outreach sequence to promote Bazaarvoice thought leadership blog;Bazaarvoice - Content marketing services;Content Creation;Deliverables;7;;2026-02-13 11:33:07.857+00;2026-02
Develop Robotics Tech Week Webpage;Cybernetix - Creative; digital; website services;Web Development;Deliverables;18;;2026-02-12 23:17:50.645+00;2026-02
Conduct kickoff;DocLib - ABM Growth Engine;Account Management;Deliverables;0;;2026-02-12 21:08:10.98+00;2026-02
Design web page [ABM Solution Page - Retail Firms];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Design/Creative;Deliverables;10;;2026-02-12 18:20:38.576+00;2026-02
Manage paid media [January];iCorps - Marketing Services;Paid Media;Deliverables;8;;2026-02-12 17:00:10.182+00;2026-02
Design web page [Gated Content Page];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Design/Creative;Deliverables;10;;2026-02-12 16:40:16.558+00;2026-02
86dzn04wf - Verisk - The Marketing Rapport - CES episode;Verisk - Marketing services;Podcast;Deliverables;16;;2026-02-12 16:15:33.842+00;2026-02
86dzm9ud4 - NEACH - Wrestling Payments - William Sullivan;NEACH - Content marketing services;Podcast;Deliverables;10;;2026-02-12 16:09:44.183+00;2026-02
Create Campaign Configuration Guide;iCorps - Marketing Services;Content Creation;Deliverables;;1.2;2026-02-12 15:52:34.882+00;2026-02
Develop image ad creative package - HR 2808 MOFU creatives refresh;Verisk - Marketing services;Design/Creative;Deliverables;10;;2026-02-12 14:20:15.108+00;2026-02
Develop image ad creative package - HR 2808 TOFU creatives refresh;Verisk - Marketing services;Design/Creative;Deliverables;18;;2026-02-12 14:14:17.627+00;2026-02
Website Edits;Cybernetix - Creative; digital; website services;Web Development;Deliverables;1;1.0;2026-02-12 14:07:19.58+00;2026-02
86dzk54hg - Tyfone - Digital Banking Podcast - Monica Parks;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-02-12 13:20:00.106+00;2026-02
86dzew0ja - Inside Tracker - Longevity by Design - Dr. Louise Hecker;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-02-12 11:35:27.045+00;2026-02
Develop Databox Dashboard;FoxyAI - Creative; digital; web services;Tech Stack/Ops;Deliverables;10;;2026-02-11 21:37:25.656+00;2026-02
86dzn0yu4 - Unspoken Security - Unspoken Security - Bob Fabien "BZ" Zinga;AJ Nash - Podcast services;Podcast;Deliverables;12;;2026-02-11 21:10:55.737+00;2026-02
Website Issues & Regression Report (Feb 10);Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-11 20:14:18.103+00;2026-02
Encamp Hand Off;Encamp - Brand activation project;Account Management;Deliverables;;;2026-02-11 20:14:01.452+00;2026-02
Update Website;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-11 20:13:48.517+00;2026-02
Develop Social Posts - MBA Servicing Conference ;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;;;2026-02-11 18:43:06.488+00;2026-02
Develop social content (February);VITAL - Marketing services;Content Creation;Deliverables;20;;2026-02-11 13:29:19.773+00;2026-02
Distribute blog - The Leadership Trap: When Growth Becomes a Grind;VITAL - Marketing services;Content Creation;Deliverables;;;2026-02-11 13:28:56.01+00;2026-02
86dzk5e08 - VITAL - The Flywheel Effect - Book Session - Calms and Highs: Lessons from "The Long Way" for Business Owners;VITAL - Marketing services;Podcast;Deliverables;10;;2026-02-11 13:28:24.025+00;2026-02
Develop video ad creative package (Procurement Video);Sedra Solutions - Marketing services;Video;Deliverables;15;;2026-02-11 04:38:43.709+00;2026-02
Develop new website (port over existing website content and integrate within Hubspot COS);Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Web Development;Deliverables;200;;2026-02-10 21:25:39.711+00;2026-02
Content Strategy & Design: Define page templates and modules;Ponce Bank - Website design and development;Web Development;Deliverables;60;;2026-02-10 21:24:32.711+00;2026-02
Content Strategy & Design: Build new HubSpot email templates;Ponce Bank - Website design and development;Web Development;Deliverables;80;;2026-02-10 21:24:32.711+00;2026-02
Develop benchmark report template;Data Assessment Solutions - Ongoing Marketing Services;Performance/Reporting;Deliverables;8;;2026-02-10 18:33:52.311+00;2026-02
Develop Content Plan Document - Payments on Tap Podcast;NEACH - Content marketing services;Strategy/Research;Deliverables;15;;2026-02-10 18:08:18.06+00;2026-02
Create full length video(s) for Bazaarvoice Summit;Bazaarvoice - Content marketing services;Video;Deliverables;10;;2026-02-10 18:04:13.915+00;2026-02
Develop SEO blog post - Long-form: Thought leadership blog + sales messaging;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;15;;2026-02-10 18:02:28.775+00;2026-02
Distribute Podcast Episode - Anne Trobaugh;Ease - Podcast Services;Podcast;Deliverables;3;;2026-02-10 15:16:22.525+00;2026-02
Develop image ad creative package [ABM];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Design/Creative;Deliverables;10;;2026-02-10 15:15:13.674+00;2026-02
Develop outreach sequence - Accounting Services & New CFO Services;Global Shared Services - Marketing Services;Content Creation;Deliverables;5;;2026-02-09 22:26:34.862+00;2026-02
Develop Marketing Roadmap Document;Acacia Advisors - Aligned Growth Engine Launch;Strategy/Research;Deliverables;40;;2026-02-09 22:05:20.563+00;2026-02
Set up guest booking outreach (February) - Retargeting Campaign;Ease - Podcast Services;Podcast;Deliverables;8;;2026-02-09 20:26:48.001+00;2026-02
Develop web page - RingCentral;Techmode - Marketing services;Web Development;Deliverables;12;;2026-02-09 20:13:14.236+00;2026-02
Develop outreach sequence [ABM];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;Deliverables;5;;2026-02-09 19:35:43.353+00;2026-02
86dzgw75n- Tyfone - Digital Banking Podcast - Keith Smith;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-02-09 15:42:22.345+00;2026-02
Develop flyer - Mann Eye Institute [Charitable Giving];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-09 05:12:36.731+00;2026-02
EASE - Shop Floor, Top Floor Talk Show - Anne Trobaugh (Part 2);Ease - Podcast Services;Podcast;Deliverables;;;2026-02-06 21:27:39.74+00;2026-02
Develop web page [Case study template];Rugged Robotics - Marketing services;Web Development;Deliverables;12;;2026-02-06 19:00:58.921+00;2026-02
Develop a playbook [ABM: Real Estate Scaling Without Headcount];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;ABM;Deliverables;8;;2026-02-06 18:29:59.179+00;2026-02
Develop flyer - Mann Eye Institute [Cash Out];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-06 18:12:16.934+00;2026-02
Develop 360 PV web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:16.878+00;2026-02
Develop Model Library web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:01.058+00;2026-02
Develop Advanced Search web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:01.058+00;2026-02
Develop Agentic Solutions web page;FoxyAI - Creative; digital; web services;Web Development;Deliverables;12;;2026-02-06 17:04:01.058+00;2026-02
Develop blog post from podcast episode - Anne Trobaugh;Ease - Podcast Services;Content Creation;Deliverables;8;;2026-02-06 15:04:25.947+00;2026-02
86dzhxzkb - EASE - Episode 16 - Anne Trobaugh (Part 1);Ease - Podcast Services;Podcast;Deliverables;10;;2026-02-06 13:48:54.383+00;2026-02
Tech stack (February);Ease - Podcast Services;Tech Stack/Ops;Deliverables;10;;2026-02-06 13:01:48.513+00;2026-02
Post-Launch Support & QA;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-06 12:42:56.444+00;2026-02
Create Data Box Dashboards for ABM Campaign;Ideometry;Tech Stack/Ops;Deliverables;;2.5;2026-02-06 09:27:32.419+00;2026-02
Set Up ABM - DACH;Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;10;;2026-02-06 07:27:13.005+00;2026-02
 SMS Compliance & Privacy Page Setup;Powerhouse Gym - Creative; digital; website services;Web Development;Deliverables;2;;2026-02-05 22:13:44.778+00;2026-02
Client Onboarding & Kickoff;Washington Speakers Bureau - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-05 20:23:58.066+00;2026-02
Promote ebook;Global Shared Services - Marketing Services;Content Creation;Deliverables;;;2026-02-05 16:30:39.226+00;2026-02
Distribute blog - Why the Best Leaders Start the Year Learning;VITAL - Marketing services;Content Creation;Deliverables;;;2026-02-05 12:59:45.877+00;2026-02
Set up paid media - Robotics ABM;Ideometry;Paid Media;Deliverables;5;;2026-02-05 00:51:44.199+00;2026-02
Salesforce data cleanup;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;40;;2026-02-04 23:09:19.81+00;2026-02
Develop Content Plan Document;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Content Creation;Deliverables;30;;2026-02-04 19:23:37.207+00;2026-02
Create print-ready design - Swag for Women's Logistics Conference (deprioritized);WeFixFreight - Marketing services;Design/Creative;Deliverables;0;;2026-02-04 15:45:14.805+00;2026-02
Develop Marketing Roadmap Document;Milestone Towers - Aligned Growth Engine;Strategy/Research;Deliverables;60;;2026-02-04 13:58:09.543+00;2026-02
86dzg5r8b - VITAL - The Flywheel Effect - Patrick Martinez;VITAL - Marketing services;Podcast;Deliverables;10;;2026-02-04 12:04:19.95+00;2026-02
Develop web page [ABM];Data Assessment Solutions - Ongoing Marketing Services;Web Development;Deliverables;12;;2026-02-04 06:27:03.205+00;2026-02
Develop flyer - Mann Eye Institute [HSA];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-04 05:51:46.606+00;2026-02
Develop flyer - Mann Eye Institute [Retirement];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-04 05:48:04.189+00;2026-02
Develop Privacy Policy Page;Powerhouse Gym - Creative; digital; website services;Web Development;Deliverables;12;;2026-02-03 22:27:07.033+00;2026-02
Manage content (January);BioSafe - Marketing services;Content Creation;Deliverables;10;;2026-02-03 20:04:41.28+00;2026-02
Tech stack (February);Syncro - Content marketing services;Tech Stack/Ops;Deliverables;11;;2026-02-03 16:58:30.877+00;2026-02
Design LinkedIn Carousel (Hydrian Recap Posts);Hydrian - Marketing services;Design/Creative;Deliverables;6;;2026-02-03 14:49:55.363+00;2026-02
Create compilation video(s) for Bazaarvoice Summit;Bazaarvoice - Content marketing services;Video;Deliverables;0;;2026-02-03 13:36:29.653+00;2026-02
Distribute Episode - Ronald Beckner;VITAL - Marketing services;Podcast;Deliverables;0;;2026-02-03 10:03:20.653+00;2026-02
86dzg5pz7 - Unspoken Security - Galya Westler;AJ Nash - Podcast services;Podcast;Deliverables;12;;2026-02-03 03:12:00.148+00;2026-02
86dzdav9f - Numeric  - Incoming Statements - Allen Shim;Numeric - Podcast services;Podcast;Deliverables;15;;2026-02-03 02:04:09.437+00;2026-02
Manage ABM (January);Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-02-03 02:03:51.756+00;2026-02
Develop image ad creative package - Robotics ABM (updated);Ideometry;ABM;Deliverables;10;;2026-02-02 22:20:03.865+00;2026-02
Set Up ABM;Ideometry;ABM;Deliverables;10;;2026-02-02 22:19:17.832+00;2026-02
Update Trial Campaign;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;2;;2026-02-02 19:48:33.67+00;2026-02
Manage paid media (January);Techmode - Marketing services;Paid Media;Deliverables;8;;2026-02-02 19:12:14.309+00;2026-02
Conduct Alignment Meeting;Acacia Advisors - Aligned Growth Engine Launch;Account Management;Deliverables;;;2026-02-02 18:00:39.733+00;2026-02
Develop Marketing Research Document;Acacia Advisors - Aligned Growth Engine Launch;Strategy/Research;Deliverables;20;;2026-02-02 11:42:50.982+00;2026-02
Website Hosting (February);Wilburn - Content marketing services;Web Development;Deliverables;2;;2026-02-02 09:52:02.922+00;2026-02
Tech stack (February);VITAL - Marketing services;Tech Stack/Ops;Deliverables;8;;2026-02-02 09:51:52.166+00;2026-02
Tech stack (February);Verisk - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:50:46.383+00;2026-02
Tech stack (February);Tyfone - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:50:32.77+00;2026-02
Website Hosting (February);Rod Miller - Content marketing services;Web Development;Deliverables;2;;2026-02-02 09:49:19.523+00;2026-02
Tech stack (February);NEACH - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:48:53.077+00;2026-02
Tech stack (February);Inside Tracker - Podcast services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:48:42.557+00;2026-02
Tech stack (February);Bazaarvoice - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:48:15.683+00;2026-02
Facilitate Client Meetings - January;ThreatMark - Marketing services;Account Management;Deliverables;10;;2026-02-01 15:57:22.937+00;2026-02
Manage paid media - January;ThreatMark - Marketing services;Paid Media;Deliverables;8;;2026-02-01 15:57:13.55+00;2026-02
Tech Stack - January;ThreatMark - Marketing services;Tech Stack/Ops;Deliverables;16;;2026-02-01 15:57:11.745+00;2026-02
Manage web - January;ThreatMark - Marketing services;Web Development;Deliverables;5;;2026-02-01 15:57:09.352+00;2026-02
Manage performance reporting - January;ThreatMark - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-01 15:57:05.569+00;2026-02
Updating Hubspot;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;2;;2026-02-01 15:56:31.703+00;2026-02
Update Migration - January pages;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-01 15:56:27.121+00;2026-02
Develop social content (Fahad's Page - February);Sedra Solutions - Marketing services;Content Creation;Deliverables;10;;2026-01-31 23:07:15.386+00;2026-01
Manage paid media (January);Sedra Solutions - Marketing services;Paid Media;Deliverables;8;;2026-01-31 23:05:19.471+00;2026-01
