Date Added,Notes / Updates,Status,Client,Contract ID,Type,Title
2/9/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/eJ4oV13WJozI
 ( Done updating All-in-One WP Migration and Backup,Gravity Forms,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/eJ4oV13WJozI
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/-jiUvLAb3P56
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-www-rodmillerhvac-com/c42dwzyz59?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/vUZHbtyD_zFa
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RODMILLER,MID20258517,web,Weekly Web Maintenance
2/12/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/__-tnhZI7zTV
 Update Themes: all themes are up-tpdate - https://prnt.sc/__-tnhZI7zTV
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/b8-OoUxi4IVG
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-www-rodmillerhvac-com/w8ri8oly5r?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/pXtuGB6-YNHq
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RODMILLER,MID20258517,web,Weekly Web Maintenance
2/16/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/eC28VSksez7Z
 ( Done updating Redirection )
 Update Themes: all themes are up-tpdate - https://prnt.sc/eC28VSksez7Z
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/axuUbiOGN3PA
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-www-rodmillerhvac-com/k66ro9wi0e?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/gqQ_2Oau9T7A
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RODMILLER,MID20258517,web,Weekly Web Maintenance
2/23/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/rMaNmjc0VzGy
 ( Done updating Gravity Forms,Gravity Forms Campaign Monitor Add-On,Gravity Forms HubSpot Add-On,Redirection,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/rMaNmjc0VzGy
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/3kD1pqSYeYc6
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-www-rodmillerhvac-com/mar16jtj32?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/QDrvM7rxuggJ
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RODMILLER,MID20258517,web,Weekly Web Maintenance
2/24/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/_3FtEnzrahp4
 Update Themes: all themes are up-tpdate - https://prnt.sc/_3FtEnzrahp4
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/0okXEMXatI-U
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-www-rodmillerhvac-com/umr6koaxy3?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/ORVAme5G39R4
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RODMILLER,MID20258517,web,Weekly Web Maintenance
1/8/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/D_qqxc_mCu6_
 Update Themes: all themes are up-tpdate - https://prnt.sc/D_qqxc_mCu6_
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/mEY-5saXwkV9
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-rugged-robotics-com/2wueh1vfui?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/veSJ3RXJ8gdi
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RUGGED ROBOTICS,MID20251456,web,Weekly Web Maintenance
1/14/2026,"Update Plugins: all plugins are up-to-date - https://prnt.sc/FOHtHXYjDn2W
 ( Done updating Permalink Manager Lite, Elementor, Yoast SEO )
 
 Search & Filter Pro we need license key to able to update the plugin
 Update Themes: all themes are up-tpdate - https://prnt.sc/FOHtHXYjDn2W
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/XoxGURg9YF9r
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-rugged-robotics-com/paplddaucr?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/vOHgZQz4JmbE
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 -Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RUGGED ROBOTICS,MID20251456,web,Weekly Web Maintenance
1/21/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/nNQjwqp78dM5( Done updating Smush, UpdraftPlus - Backup/Restore, Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/nNQjwqp78dM5
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File AccessReview Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/geswboiUsHyF
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 PerformanceRun Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-rugged-robotics-com/m7el7cb6ev?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX ChecksRun Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/bLb49p4YtkfT
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Everything looks fineResponsive Review: Everything looks fine in mobile version
 
 Backup & ReportingVerify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RUGGED ROBOTICS,MID20251456,web,Weekly Web Maintenance
1/28/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/9VhCoLEghqdV
 ( Done updating Post Types Order )
 Update Themes: all themes are up-tpdate - https://prnt.sc/9VhCoLEghqdV
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/G6GnbTo4OJdU
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-rugged-robotics-com/1i2cswucnb?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/dOPSqvI9mYga
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RUGGED ROBOTICS,MID20251456,web,Weekly Web Maintenance
2/4/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/x3z20KzI7xf6
 ( Done updating Smush,WP Fastest Cache,Yoast SEO)
 Update Themes: all themes are up-tpdate - https://prnt.sc/x3z20KzI7xf6
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/uwx1_bBxsunx
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-rugged-robotics-com/y1vy2q9mrt?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/miPtbP39-wSv
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RUGGED ROBOTICS,MID20251456,web,Weekly Web Maintenance
2/11/2026,"RUGGED 
 
 Updates:
 Update Plugins: all plugins are up-to-date - https://prnt.sc/0kIxwXNWHUxm
 ( Done updating Smush )
 Update Themes: all themes are up-tpdate - https://prnt.sc/0kIxwXNWHUxm
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access:
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/uZFy0u9AIiGL
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance:
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-rugged-robotics-com/cyt3fmknqo?form_factor=desktop
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/XKrpmpyAFhFo
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RUGGED ROBOTICS,MID20251456,web,Weekly Web Maintenance
2/18/2026,"1. Updates
 Update Plugins: all plugins are up-to-date -https://prnt.sc/Zxoz76YJWjr_
 ( Done updating Permalink Manager Lite,Yoast SEO ) 
 Update Themes: all themes are up-tpdate - https://prnt.sc/Zxoz76YJWjr_
 ( Done updating OceanWP )
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/pH8j1hayo3Mk
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-rugged-robotics-com/pcowmkk3s1?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/QVEUCNWDIN9c
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,RUGGED ROBOTICS,MID20251456,web,Weekly Web Maintenance
1/7/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/LppP2491qvtI ( done updating the Essential Addons for Elementor, Royal Elementor Addons )
 Update Themes: all themes are up-tpdate - https://prnt.sc/2BKj6bbe4Krq Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/JOpZeYuygc_M Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-biosafeeng-com/bmk8qe7ayi?form_factor=desktop Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/5xx2PrWe6LEP Manual UX Pass: upon checking all the pages, all buttons and forms are working
 The sections are not aligned https://prnt.sc/gjbgJw289hWF
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,SEDRASOLUTION,MID20255565,web,Weekly Web Maintenance
1/13/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/vqQgOqDlbEC4
 Update Themes: all themes are up-tpdate - https://prnt.sc/vqQgOqDlbEC4
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/YKSPlGicHJVs - site issues
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-sedrasolutions-com/p5kkmdyrb2?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/F9ozvZbWVVRB
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine in mobile version
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,SEDRASOLUTION,MID20255565,web,Weekly Web Maintenance
1/20/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/Sowmmqp19Rp5( Done updating Elementor,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/Sowmmqp19Rp5
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File AccessReview Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/F0TztHwqDLjT
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 PerformanceRun Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-hydrian-com/71z8982g75?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX ChecksRun Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/gKySKAoPWflM
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 -Everything looks fine 
 Responsive Review: Everything looks fine in mobile version
 
 Backup & ReportingVerify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,SEDRASOLUTION,MID20255565,web,Weekly Web Maintenance
1/27/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/eLvAbaB_MVjf
 Update Themes: all themes are up-tpdate - https://prnt.sc/eLvAbaB_MVjf
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/saQOBBOI1ph9
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-sedrasolutions-com/hokv8zdc3o?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/t2pGV_onaaZq
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,SEDRASOLUTION,MID20255565,web,Weekly Web Maintenance
2/10/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/pACXO7-SbzxG
 Update Themes: all themes are up-tpdate - https://prnt.sc/pACXO7-SbzxG
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/uJAzkU0LQYO1
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-sedrasolutions-com/5jf6hwx46x?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/PkS1WVPUREik
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,SEDRASOLUTION,MID20255565,web,Weekly Web Maintenance
2/17/2026,"1. Updates
 Update Plugins: all plugins are up-to-date -https://prnt.sc/xhi-7YsxCldF
 ( Done updating Social Icons & Sharing Buttons by WPZOOM ) 
 Update Themes: all themes are up-tpdate - https://prnt.sc/xhi-7YsxCldF
 ( Done updating OceanWP )
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/WENI_FhvVmqk
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-sedrasolutions-com/788b9q7r80?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/_KpOAc5BQg0u
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,SEDRASOLUTION,MID20255565,web,Weekly Web Maintenance
2/24/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/_HCbhazEqMjH
 Update Themes: all themes are up-tpdate - https://prnt.sc/_HCbhazEqMjH
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/kR9EQcOsHokz
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-ideometry-com/6ebz58czv5?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/qb2CAw0Ebszu
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,SEDRASOLUTION,MID20255565,web,Weekly Web Maintenance
1/7/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/lCWd1i4fAGwW ( done updating the Redirection )
 Update Themes: all themes are up-tpdate - https://prnt.sc/lCWd1i4fAGwW Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/tG4wjJkjjjel Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-www-techmode-com/xrntjc33v5?form_factor=desktop Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/-zXykTa4IxTO Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Techmode,MID20255818,web,Weekly Web Maintenance
1/13/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/EMqKcRsLP1uF
 Update Themes: all themes are up-tpdate - https://prnt.sc/EMqKcRsLP1uF
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/69Xqr2EZIr9t
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-www-techmode-com/vj4zeicrb7?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/NFeI9O2bvPU3
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine in mobile version
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,Techmode,MID20255818,web,Weekly Web Maintenance
